check_ins_id,local_time,UTCTimeOffsetEpoch,pseudo_session_trajectory_id,query_pseudo_session_trajectory_id,user_id,latitude,longitude,POI_id,POI_catid,POI_catname,last_checkin_epoch_time,trajectory_id,POI_catid_code,kg_user_id
55838.0,2012-06-12 18:57:55,1339498675,6469,6469.0,3,40.81681580433025,-73.94139250202095,1883,82,Church,1339476408,4_21,82,u_3
56450.0,2012-06-13 12:33:56,1339562036,6469,6469.0,3,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1339498675,4_21,137,u_3
59426.0,2012-06-26 22:38:07,1340721487,6470,6470.0,3,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1340710883,4_23,137,u_3
59696.0,2012-06-27 11:44:57,1340768697,6470,6470.0,3,40.809865807665965,-73.95154697526135,983,137,Gym / Fitness Center,1340721487,4_23,137,u_3
61420.0,2012-07-03 22:57:15,1341327435,6471,6471.0,3,40.78055767997081,-73.98171901702881,41,41,Food & Drink Shop,1341288560,4_24,41,u_3
61691.0,2012-07-04 12:56:52,1341377812,6471,6471.0,3,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1341327435,4_24,137,u_3
61891.0,2012-07-04 18:12:45,1341396765,6471,6471.0,3,40.809391811146064,-73.95174264907834,976,145,Movie Theater,1341377812,4_24,145,u_3
61930.0,2012-07-04 19:49:35,1341402575,6471,6471.0,3,40.81967266642876,-73.9599445339987,978,41,Food & Drink Shop,1341396765,4_24,41,u_3
62309.0,2012-07-05 09:31:39,1341451899,6471,6471.0,3,40.800356,-73.94687168,1085,137,Gym / Fitness Center,1341402575,4_24,137,u_3
62961.0,2012-07-06 08:40:06,1341535206,6471,6471.0,3,40.809865807665965,-73.95154697526135,983,137,Gym / Fitness Center,1341451899,4_24,137,u_3
63333.0,2012-07-06 20:41:27,1341578487,6471,6471.0,3,40.75150160315114,-73.98271884655175,932,253,Department Store,1341535206,4_24,253,u_3
63862.0,2012-07-07 18:45:22,1341657922,6471,6471.0,3,40.67163899352021,-73.96381202180841,341,158,Art Museum,1341578487,4_24,158,u_3
82739.0,2012-11-06 15:10:27,1352185827,6472,6472.0,3,40.84053483913417,-73.94120693206787,1444,162,Medical Center,1352112827,4_43,162,u_3
82833.0,2012-11-06 21:20:50,1352208050,6472,6472.0,3,40.808534159065616,-73.94512371580227,4686,101,American Restaurant,1352185827,4_43,101,u_3
59868.0,2012-06-30 20:15:14,1341058514,8042,8042.0,4,40.732153190325604,-74.03588891029358,1093,253,Department Store,1341051590,5_3,253,u_4
59881.0,2012-06-30 20:59:59,1341061199,8042,8042.0,4,40.73114506621369,-74.04147863388063,1828,43,Food & Drink Shop,1341058514,5_3,43,u_4
61239.0,2012-07-03 18:23:36,1341311016,8043,8043.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1341228290,5_4,264,u_4
61251.0,2012-07-03 18:35:05,1341311705,8043,8043.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1341311016,5_4,41,u_4
66781.0,2012-07-12 19:40:32,1342093232,8044,8044.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1342093203,5_7,69,u_4
66795.0,2012-07-12 19:59:20,1342094360,8044,8044.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1342093232,5_7,264,u_4
67350.0,2012-07-13 14:31:08,1342161068,8044,8044.0,4,40.71186956191786,-74.01181415253035,4652,79,Building,1342094360,5_7,79,u_4
67353.0,2012-07-13 14:33:30,1342161210,8044,8044.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1342161068,5_7,69,u_4
67360.0,2012-07-13 14:46:47,1342162007,8044,8044.0,4,40.72688476018746,-74.03454780578612,1261,263,Subway,1342161210,5_7,263,u_4
67370.0,2012-07-13 15:02:39,1342162959,8044,8044.0,4,40.73606359173575,-74.0293872356415,1632,69,Train Station,1342162007,5_7,69,u_4
67472.0,2012-07-13 18:00:16,1342173616,8044,8044.0,4,40.732153190325604,-74.03588891029358,1093,253,Department Store,1342162959,5_7,253,u_4
69339.0,2012-07-17 19:44:17,1342525457,8045,8045.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1342525443,5_9,69,u_4
69359.0,2012-07-17 20:15:33,1342527333,8045,8045.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1342525457,5_9,41,u_4
69687.0,2012-07-18 18:42:38,1342608158,8045,8045.0,4,40.71186956191786,-74.01181415253035,4652,79,Building,1342527333,5_9,79,u_4
69688.0,2012-07-18 18:43:03,1342608183,8045,8045.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1342608158,5_9,69,u_4
69695.0,2012-07-18 19:01:21,1342609281,8045,8045.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1342608183,5_9,264,u_4
69810.0,2012-07-20 20:23:41,1342787021,8033,8033.0,4,40.72688476018746,-74.03454780578612,1261,263,Subway,1342785622,5_10,263,u_4
69811.0,2012-07-20 20:24:16,1342787056,8033,8033.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1342787021,5_10,264,u_4
69859.0,2012-07-21 19:02:40,1342868560,8033,8033.0,4,40.72289631456779,-74.03914363725167,1189,268,Miscellaneous Shop,1342787056,5_10,268,u_4
70244.0,2012-07-27 19:12:57,1343387577,8034,8034.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1343386330,5_11,264,u_4
70707.0,2012-07-28 17:55:35,1343469335,8034,8034.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1343387577,5_11,41,u_4
72808.0,2012-08-10 19:23:00,1344597780,8035,8035.0,4,40.72688476018746,-74.03454780578612,1261,263,Subway,1344597124,5_12,263,u_4
73226.0,2012-08-11 18:17:30,1344680250,8035,8035.0,4,40.72289631456779,-74.03914363725167,1189,268,Miscellaneous Shop,1344597780,5_12,268,u_4
73541.0,2012-08-12 16:47:25,1344761245,8035,8035.0,4,40.732153190325604,-74.03588891029358,1093,253,Department Store,1344680250,5_12,253,u_4
74324.0,2012-08-14 19:19:43,1344943183,8036,8036.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1344943174,5_13,69,u_4
74328.0,2012-08-14 19:35:14,1344944114,8036,8036.0,4,40.72688476018746,-74.03454780578612,1261,263,Subway,1344943183,5_13,263,u_4
74329.0,2012-08-14 19:35:41,1344944141,8036,8036.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1344944114,5_13,264,u_4
74749.0,2012-08-17 19:29:55,1345202995,8037,8037.0,4,40.71948548899754,-74.0427017211914,1508,69,Train Station,1345201989,5_15,69,u_4
75058.0,2012-08-18 16:40:43,1345279243,8037,8037.0,4,40.732153190325604,-74.03588891029358,1093,253,Department Store,1345202995,5_15,253,u_4
75819.0,2012-09-05 18:32:13,1346841133,8038,8038.0,4,40.732153190325604,-74.03588891029358,1093,253,Department Store,1346840115,5_16,253,u_4
75854.0,2012-09-05 19:59:11,1346846351,8038,8038.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1346841133,5_16,41,u_4
76622.0,2012-09-14 19:03:46,1347620626,8039,8039.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1347619662,5_18,264,u_4
76623.0,2012-09-14 19:04:53,1347620693,8039,8039.0,4,40.73606359173575,-74.0293872356415,1632,69,Train Station,1347620626,5_18,69,u_4
79333.0,2012-10-23 20:13:35,1350994415,8040,8040.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1350993340,5_24,264,u_4
79334.0,2012-10-23 20:13:50,1350994430,8040,8040.0,4,40.72688476018746,-74.03454780578612,1261,263,Subway,1350994415,5_24,263,u_4
79339.0,2012-10-23 20:25:44,1350995144,8040,8040.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1350994430,5_24,41,u_4
79762.0,2012-10-24 19:59:20,1351079960,8040,8040.0,4,40.711737039094466,-74.0120322071629,4652,79,Building,1350995144,5_24,79,u_4
79772.0,2012-10-24 20:13:41,1351080821,8040,8040.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1351079960,5_24,264,u_4
80190.0,2012-10-25 18:42:26,1351161746,8040,8040.0,4,40.71267092713338,-74.01193141937256,1595,69,Train Station,1351080821,5_24,69,u_4
80198.0,2012-10-25 18:58:56,1351162736,8040,8040.0,4,40.72696606629052,-74.03832435607909,739,264,Mall,1351161746,5_24,264,u_4
80981.0,2012-10-27 14:11:45,1351318305,8041,8041.0,4,40.72891738296314,-74.04134988784791,3886,41,Food & Drink Shop,1351249955,5_25,41,u_4
81283.0,2012-10-28 12:47:05,1351399625,8041,8041.0,4,40.72289631456779,-74.03914363725167,1189,268,Miscellaneous Shop,1351318305,5_25,268,u_4
8834.0,2012-04-15 12:15:43,1334463343,10988,10988.0,5,40.77191392045793,-73.95900893890409,2941,41,Food & Drink Shop,1334456751,7_6,41,u_5
9323.0,2012-04-16 07:49:04,1334533744,10988,10988.0,5,40.793367654107826,-73.94829806103873,3322,89,School,1334463343,7_6,89,u_5
9376.0,2012-04-16 08:14:20,1334535260,10988,10988.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1334533744,7_6,137,u_5
9937.0,2012-04-16 16:42:29,1334565749,10988,10988.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1334535260,7_6,221,u_5
10163.0,2012-04-17 07:45:54,1334619954,10988,10988.0,5,40.79367377744188,-73.94884337730943,3322,89,School,1334565749,7_6,89,u_5
10210.0,2012-04-17 08:10:06,1334621406,10988,10988.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1334619954,7_6,137,u_5
10421.0,2012-04-17 10:02:52,1334628172,10988,10988.0,5,40.77191392045793,-73.95900893890409,2941,41,Food & Drink Shop,1334621406,7_6,41,u_5
11098.0,2012-04-17 21:23:35,1334669015,10988,10988.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1334628172,7_6,137,u_5
11286.0,2012-04-18 09:14:46,1334711686,10988,10988.0,5,40.810090172758926,-73.94326686859131,4309,221,Coffee Shop,1334669015,7_6,221,u_5
11908.0,2012-04-18 19:12:54,1334747574,10988,10988.0,5,40.725535930757076,-73.99678499873524,892,255,Furniture / Home Store,1334711686,7_6,255,u_5
11941.0,2012-04-18 19:34:18,1334748858,10988,10988.0,5,40.72645383618286,-73.99859547615051,462,221,Coffee Shop,1334747574,7_6,221,u_5
12457.0,2012-04-19 08:20:27,1334794827,10988,10988.0,5,40.79367377744188,-73.94884337730943,3322,89,School,1334748858,7_6,89,u_5
12549.0,2012-04-19 09:08:25,1334797705,10988,10988.0,5,40.77191392045793,-73.95900893890409,2941,41,Food & Drink Shop,1334794827,7_6,41,u_5
12555.0,2012-04-19 09:10:11,1334797811,10988,10988.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1334797705,7_6,221,u_5
13089.0,2012-04-19 19:49:08,1334836148,10988,10988.0,5,40.68670740090934,-73.97777080535889,3284,85,Theater,1334797811,7_6,85,u_5
13665.0,2012-04-20 08:29:48,1334881788,10988,10988.0,5,40.793434242683524,-73.94870561334413,3322,89,School,1334836148,7_6,89,u_5
13738.0,2012-04-20 09:07:48,1334884068,10988,10988.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1334881788,7_6,221,u_5
15823.0,2012-04-22 14:55:56,1335077756,10990,10990.0,5,40.810090172758926,-73.94326686859131,4309,221,Coffee Shop,1335052260,7_7,221,u_5
16383.0,2012-04-23 07:53:34,1335138814,10990,10990.0,5,40.793434242683524,-73.94870561334413,3322,89,School,1335077756,7_7,89,u_5
18153.0,2012-04-24 15:23:55,1335252235,10991,10991.0,5,40.774626,-73.959236,772,216,Soup Place,1335228349,7_8,216,u_5
18694.0,2012-04-25 09:17:26,1335316646,10991,10991.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1335252235,7_8,137,u_5
18829.0,2012-04-25 10:51:52,1335322312,10991,10991.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1335316646,7_8,221,u_5
19868.0,2012-04-26 08:57:36,1335401856,10991,10991.0,5,40.794090000000004,-73.96717,1267,41,Food & Drink Shop,1335322312,7_8,41,u_5
19897.0,2012-04-26 09:12:20,1335402740,10991,10991.0,5,40.79483544823571,-73.96598274410916,1569,65,Arts & Crafts Store,1335401856,7_8,65,u_5
20188.0,2012-04-27 07:58:11,1335484691,10991,10991.0,5,40.793434242683524,-73.94870561334413,3322,89,School,1335402740,7_8,89,u_5
20920.0,2012-04-27 19:30:05,1335526205,10991,10991.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1335484691,7_8,137,u_5
23824.0,2012-05-03 10:55:12,1336013712,10971,10971.0,5,40.79367377744188,-73.9488720781232,3322,89,School,1336005979,7_10,89,u_5
24065.0,2012-05-03 14:47:33,1336027653,10971,10971.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1336013712,7_10,221,u_5
24460.0,2012-05-03 20:57:16,1336049836,10971,10971.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1336027653,7_10,137,u_5
24936.0,2012-05-04 08:47:44,1336092464,10971,10971.0,5,40.790969870286176,-73.94705146551131,1320,221,Coffee Shop,1336049836,7_10,221,u_5
25246.0,2012-05-04 12:36:23,1336106183,10971,10971.0,5,40.774626,-73.959236,772,216,Soup Place,1336092464,7_10,216,u_5
26176.0,2012-05-05 07:56:39,1336175799,10971,10971.0,5,40.75673368214285,-73.95445704460144,964,220,Bridge,1336106183,7_10,220,u_5
27553.0,2012-05-07 07:52:54,1336348374,10972,10972.0,5,40.79367377744188,-73.9488720781232,3322,89,School,1336304609,7_11,89,u_5
27616.0,2012-05-07 08:27:14,1336350434,10972,10972.0,5,40.794090000000004,-73.96717,1267,41,Food & Drink Shop,1336348374,7_11,41,u_5
27699.0,2012-05-07 09:12:24,1336353144,10972,10972.0,5,40.79483544823571,-73.96598274410916,1569,65,Arts & Crafts Store,1336350434,7_11,65,u_5
28731.0,2012-05-08 10:41:41,1336444901,10973,10973.0,5,40.77843896961532,-73.95451457533076,3272,7,Clothing Store,1336439948,7_12,7,u_5
28819.0,2012-05-08 12:30:44,1336451444,10973,10973.0,5,40.774626,-73.959236,772,216,Soup Place,1336444901,7_12,216,u_5
28992.0,2012-05-08 15:13:02,1336461182,10973,10973.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1336451444,7_12,221,u_5
29746.0,2012-05-09 08:16:49,1336522609,10973,10973.0,5,40.79367377744188,-73.9488720781232,3322,89,School,1336461182,7_12,89,u_5
29874.0,2012-05-09 09:26:10,1336526770,10973,10973.0,5,40.810090172758926,-73.94326686859131,4309,221,Coffee Shop,1336522609,7_12,221,u_5
30395.0,2012-05-09 20:46:30,1336567590,10973,10973.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1336526770,7_12,137,u_5
30491.0,2012-05-10 13:10:46,1336626646,10973,10973.0,5,40.774626,-73.959236,772,216,Soup Place,1336567590,7_12,216,u_5
31371.0,2012-05-11 08:18:37,1336695517,10973,10973.0,5,40.810090172758926,-73.94326686859131,4309,221,Coffee Shop,1336626646,7_12,221,u_5
31771.0,2012-05-11 14:47:24,1336718844,10973,10973.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1336695517,7_12,221,u_5
32658.0,2012-05-12 10:19:31,1336789171,10973,10973.0,5,40.750794799423865,-73.99357639021292,356,69,Train Station,1336718844,7_12,69,u_5
34743.0,2012-05-14 08:14:19,1336954459,10974,10974.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1336953157,7_13,137,u_5
35073.0,2012-05-14 12:04:44,1336968284,10974,10974.0,5,40.774626,-73.959236,772,216,Soup Place,1336954459,7_13,216,u_5
35253.0,2012-05-14 15:10:45,1336979445,10974,10974.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1336968284,7_13,221,u_5
36077.0,2012-05-15 08:32:24,1337041944,10974,10974.0,5,40.79367377744188,-73.9488720781232,3322,89,School,1336979445,7_13,89,u_5
36100.0,2012-05-15 08:41:49,1337042509,10974,10974.0,5,40.790969870286176,-73.94705146551131,1320,221,Coffee Shop,1337041944,7_13,221,u_5
39664.0,2012-05-18 10:52:16,1337309536,10975,10975.0,5,40.761396839012,-73.97698574930376,1649,158,Art Museum,1337297795,7_14,158,u_5
39840.0,2012-05-18 17:59:44,1337335184,10975,10975.0,5,40.7317183252113,-73.98555396792241,1456,91,Asian Restaurant,1337309536,7_14,91,u_5
39956.0,2012-05-18 19:19:08,1337339948,10975,10975.0,5,40.731795470614884,-73.98567259311677,895,206,Dessert Shop,1337335184,7_14,206,u_5
40052.0,2012-05-18 20:41:50,1337344910,10975,10975.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1337339948,7_14,137,u_5
40543.0,2012-05-19 13:10:03,1337404203,10975,10975.0,5,40.750794799423865,-73.99357639021292,356,69,Train Station,1337344910,7_14,69,u_5
41212.0,2012-05-21 11:52:17,1337572337,10976,10976.0,5,40.774626,-73.959236,772,216,Soup Place,1337557294,7_15,216,u_5
42022.0,2012-05-22 08:30:03,1337646603,10976,10976.0,5,40.79340456766187,-73.94856784928065,3322,89,School,1337572337,7_15,89,u_5
45141.0,2012-05-28 10:23:48,1338171828,10977,10977.0,5,40.77211112865999,-73.96095474201344,4472,221,Coffee Shop,1338094434,7_17,221,u_5
46014.0,2012-05-29 08:33:32,1338251612,10977,10977.0,5,40.810090172758926,-73.94326686859131,4309,221,Coffee Shop,1338171828,7_17,221,u_5
48676.0,2012-06-03 21:14:05,1338729245,10978,10978.0,5,40.814405316492135,-73.94437173850456,1613,231,Music Venue,1338687459,7_19,231,u_5
48882.0,2012-06-04 07:53:04,1338767584,10978,10978.0,5,40.79340456766187,-73.94856784928065,3322,89,School,1338729245,7_19,89,u_5
49273.0,2012-06-04 20:53:22,1338814402,10978,10978.0,5,40.809270003135225,-73.94907116889955,4049,137,Gym / Fitness Center,1338767584,7_19,137,u_5
